video_id,Label,Description,Excerpt,Issue,Importance
sYp8QmgZfww,Tax Cuts,Trump promises large tax cuts for workers and no tax on tips.,We will pass large tax cuts for workers and no tax on tips.,Taxation and economic relief,7
sYp8QmgZfww,Social Security and Medicare Protection,Trump pledges to protect Social Security and Medicare with no cuts.,I will fight for and protect your Social Security and Medicare with no Cuts whatsoever.,Social Security and Medicare,8
sYp8QmgZfww,End the Drug Epidemic,Trump proposes the death penalty for drug dealers to end the drug epidemic.,If you had the death penalty for drug dealers you wouldn't have any more drugs.,Drug epidemic and crime,7
sYp8QmgZfww,End the War on Christmas,Trump promises to end the war on Christmas and restore the tradition of saying 'Merry Christmas'.,We will protect religious liberty and we will end the war on Christmas is back remember eight years ago I said there's a war on Christmas.,Cultural and religious traditions,5
sYp8QmgZfww,Military and Defense,Trump promises to strengthen the military and build a missile defense shield.,We will stop The Invasion end migrant crime support our police strengthen our military build a missile defense Shield all around our country.,National defense and security,8
sYp8QmgZfww,Election Security,Trump pledges to secure elections and ensure fair voting processes.,We will secure our election cction s everyone will prosper every family will Thrive.,Election integrity,8
L3lHqbtyWV8,Secure Borders,Trump promises to secure the borders and stop the influx of criminals and gang members into the country.,together we're fighting to secure our borders and the endless Foreign Wars and defend the working people of America,Illegal immigration and border security,9
L3lHqbtyWV8,End Foreign Wars,Trump aims to end the endless foreign wars that the U.S. is involved in.,together we're fighting to secure our borders and the endless Foreign Wars and defend the working people of America,U.S. involvement in foreign conflicts,7
L3lHqbtyWV8,Defend Working People,Trump pledges to defend the working people of America against government corruption and other challenges.,together we're fighting to secure our borders and the endless Foreign Wars and defend the working people of America,Protection of American workers,8
L3lHqbtyWV8,Restore Free Speech,"Trump promises to restore free speech in America, which he believes is under threat.",we're joining forces to defeat government corruption restore free speech and make America healthy again,Free speech and censorship,8
L3lHqbtyWV8,Make America Healthy Again,Trump aims to address health issues in America and improve the nation's overall health.,we're joining forces to defeat government corruption restore free speech and make America healthy again,Public health and healthcare,7
L3lHqbtyWV8,Remove Toxic Chemicals,"Trump promises to remove toxic chemicals from the environment, food supply, and bodies.",we're going to get toxic chemicals out of our environment and we're going to get them out of our food supply we're going to get them out of our bodies,Environmental and food safety,6
L3lHqbtyWV8,Pro-Family Agenda,Trump pledges to enact a pro-family agenda to strengthen American families.,with Victory this fall we will enact this pro- family agenda and we will bring back the American dream bigger better and stronger than ever before,Family values and support,7
L3lHqbtyWV8,American Dream,"Trump aims to bring back the American Dream, making it bigger, better, and stronger than ever before.",with Victory this fall we will enact this pro- family agenda and we will bring back the American dream bigger better and stronger than ever before,Revitalizing the American Dream,8
L3lHqbtyWV8,Flag Protection,Trump proposes a one-year jail sentence for anyone who burns the American flag.,we should give a oneyear sentence in jail to anybody that burns the American flag you should do that Mike do it Mike right do it,Patriotism and national symbols,6
L3lHqbtyWV8,Tough on Crime,"Trump promises to be tough on crime, especially against those who vandalize monuments and statues.",if you touch a monument if you touch it even touch it against the will of authority if you take it down but if you even touch it you go to jail for 10 years,Law and order,8
ge7IytfLv-E,Immigration Reform,Trump promises to address illegal immigration by enforcing stricter deportation policies and ensuring that countries take back their criminals.,Camala vowed to Grant remember Mass amnesty and citizenship to all of the millions of illegals that she l in which will obliterate Medicare and obliterate your social security for seniors you will not have any Social Security security and you're not going to have Medicare the whole country is going bad and no country no matter who it was no matter which country it was no country could withstand this Onslaught no country could withstand this and a lot of these people remember these are rough people the only thing good about it is they make our gangs and they make our bad ones look like nice people by comparison we have bad ones too but compared to the people that are coming into our country our criminals are very very nice these are really tough ones they come from prisons remember that many of them come from prisons and they let them out of the prisons why should they keep them when the stupid United States will take care of their situation remember that and this is what you're voting on on by the way at the end of September but much before November 5th I always use the term November 5th but I'm talking about cuz today we vote two months early we vote after early nobody knows what the hell we're doing the elections are so screwed up we have to get back in and we have to change it all we want to go to paper ballots we want to go to same day voting we want to go to citizenship papers and we want to go to voter ID it's very simple we want to get rid of mailin voting mailin voting Jimmy Carter headed up a commission by the way the happiest man in the United States today is Jimmy Carter President Jimmy Carter uh my wife went to the funeral of Roslin beautiful funeral like eight months ago and I looked at Jimmy Jimmy's Old but he's happy you know why because his administration is considered brilliant compared to this Administration brilliant he's a happy man but Camala called for the abolishing of ice great Patriots tough as hell some of my friends are sitting right here they're some of the toughest human beings I've ever met they're not tough enough to be a nice they won't do it these guys they see a pack of MS13 thugs that love knives they love cutting people up better than guns because it's more painful they killed two young girls in Long Island not so long ago 16 years old they were walking to school they cuss they cut him up into pieces they cut him up into pieces they will go into a pack of MS13 Killers rce guys and for two minutes you see nothing but fists and legs and fighting a lot of the people like these young ladies from North Carolina they're not into that I don't know I think they they don't want to hear about that they don't like to hear about people being cut up they don't like to hear about ms3 have you ever seen MS 13 typically when you have Tic-Tac toe boards on your forehead it's not a good thing right they would go into these places and they would start fighting and at the end of two three minutes it's over and they would stand up and they' take these thugs into Patty wagons and they'd bring them the hell out of our country and they'll get them [Applause] out and the problem we had as you probably heard was that the countries wouldn't take them back Honduras all of these El Salvador Guatemala Mexico but they wouldn't take him back they wouldn't take him back at all hi folks this is rsbn founder and CEO Joe seals here in these crazy times there is peace of mind and security security for our country security for our leaders and security for our families but think about this if you have all your eggs in one basket you are not not financially secure gold and silver are an excellent way to diversify your savings they're a hedge against inflation and through my friends at the Birch gold group you can own physical gold and silver in a tax sheltered retirement account there's one thing you can do today to secure your family savings just text the word Trump to 9898 98 and receive a free info kit on Gold Plus in August only on any purchase you make Birch gold is giving away free Trump silver coins this brand new one-of-a-kind silver coin features Trump boldly raising his fist in the moments after the attempt on his life you don't want to miss your chance to own this special piece of History a celebration of a leader dedicated to our security preserved in the security of a precious metals coin so secure your savings today and get your free Trump silver coins text Trump to 98 9898 today that's Trump to the number 98 9898 and when I came into office I said we got to get the MS-13 killers and we had thousands of them in our country they were set out by the countries where they came from Mostly those countries I just named and a general told me sir we can't do that they won't take them back they said why because Obama tried very hard to take him back Barack Hussein Obama has anybody ever heard of Barack Hussein Obama remember Rush lumo Barack Hussein Obama Rush the great Rush lmar right we miss rush we miss we miss him but they wouldn't take him back and the general said sir they won't take him back they put planes on the runway when we're about to fly in they'll take their commercial Jets put them on the runway so you couldn't land they' stop up all the buses so they'd bring them there and they'd have to turn around couldn't get them in this for years I said General how much money do we pay them in Aid every year sir I'll find out so I comes in the so we give them $750 million a year by the way sounds like a lot that's penis compared to what we give some but it's still a lot of money sir we give them $750 million okay you let them know that effective immediately they're no longer getting any foreign aid they're no longer getting no no more [Applause] help so the time went by and I came into the office the following morning nice and early which I do and what happened was very amazing all three countries these three countries call me the heads of the countries sir there seems to be a problem what is there anything I can help you with I heard you're very disturbed about us yeah you're sending over in the Caravans your thugs your killers and your MS13 gang members and you're not letting them come back into your country and we're bringing them back if we have to do I don't give a crap what we have to do we're bringing them back sure please sir we would be delighted to take MS13 back they're wonderful individuals I said does that mean you're taking a back well sir I understand you're no longer making payment to us he said that's right and you'll never see that money again you better open up sir we would be delighted to take them back all you had to do is ask 10 minutes later I get a call from another the exact same conversation could could have put it on tape it would have been identical sir is there a problem yeah you're not taking your criminals back that you sent into our country we would be delighted to do so and we took out MS13 by the thousands and thousands and thousands and now they're probably all coming back through this weak and pathetic Administration that we have Cala has provided deportation immunity to the vast majority of criminal aliens immunity meaning you can't get them out living inside the United States she's importing MS13 gang members back into our country nothing's going to happen good with them as 13 gang members and they're going into our high schools and they're going to class in the high schools and they're accosting our kids they're rough kids these are rough ones we are being conquered in a certain way from within if you think about it like in Colorado today Aurora they're they're taking over the city they're taking over they're going in with these massive guns AK47s and others AR 15s have you ever heard of that one but they're going in and they're taking over our cities you watch what's going to happen we have hundreds of thousands of these people in certain of our cities and if you think they're going to beave they're not going to behave these are rough people these people came from rough places and they're just sort of getting acclimated now right they're getting acclimated and now they're finding out gee we're not allowed to you know the police aren't allowed to talk rough to you or the police gets arrested I mean if the police does if the police people do their job they end up losing their pension they end up losing their families they end up losing their house their car and they're learning this these guys and wait till you see what's going to happen happened but it's already been happening they've killed many many people in our country I was at the border last week and I was with the parents and other family members of some of the young kids that got killed viciously violently killed by illegal immigrants coming into our country we can't have this it's just our country it's not sustainable our country is going to fail,Illegal immigration and deportation policies,9
ge7IytfLv-E,Election Reform,"Trump promises to reform the election process by implementing paper ballots, same-day voting, citizenship papers, and voter ID, while eliminating mail-in voting.",we have to get back in and we have to change it all we want to go to paper ballots we want to go to same day voting we want to go to citizenship papers and we want to go to voter ID it's very simple we want to get rid of mailin voting mailin voting,Election integrity and voting process,8
ge7IytfLv-E,Foreign Aid Policy,"Trump promises to leverage foreign aid to ensure countries take back their criminals, particularly MS-13 gang members.",I said General how much money do we pay them in Aid every year sir I'll find out so I comes in the so we give them $750 million a year by the way sounds like a lot that's penis compared to what we give some but it's still a lot of money sir we give them $750 million okay you let them know that effective immediately they're no longer getting any foreign aid they're no longer getting no no more [Applause] help so the time went by and I came into the office the following morning nice and early which I do and what happened was very amazing all three countries these three countries call me the heads of the countries sir there seems to be a problem what is there anything I can help you with I heard you're very disturbed about us yeah you're sending over in the Caravans your thugs your killers and your MS13 gang members and you're not letting them come back into your country and we're bringing them back if we have to do I don't give a crap what we have to do we're bringing them back sure please sir we would be delighted to take MS13 back they're wonderful individuals I said does that mean you're taking a back well sir I understand you're no longer making payment to us he said that's right and you'll never see that money again you better open up sir we would be delighted to take them back all you had to do is ask 10 minutes later I get a call from another the exact same conversation could could have put it on tape it would have been identical sir is there a problem yeah you're not taking your criminals back that you sent into our country we would be delighted to do so and we took out MS13 by the thousands and thousands and thousands and now they're probably all coming back through this weak and pathetic Administration that we have,Foreign aid and international relations,7
-eiQ6mVxk3A,Support for Puerto Rico,Trump promises to help Puerto Rico grow and succeed as a country.,I personally spoke with him he wants to help Puerto Rico grow and succeed as a country so let's stand all tall and United,Economic and infrastructural support for Puerto Rico,8
-eiQ6mVxk3A,Support for Latinos in the US,Trump promises to continue helping Latinos in the United States.,he all he wants to keep helping Latinos in the US let's do things the right way and let's keep growing,Support and growth opportunities for Latino communities in the US,7
HI4P82YFFns,Reduce Foreign Aid,"Trump promises to cut foreign aid to countries that do not cooperate with the U.S. in taking back their citizens, particularly those involved in criminal activities.",I saidh how much Aid do we pay them sir we pay them $750 million combined I say that's a lot of money that's a lot well tell them we're not paying them any more effective immediately yes sir and they told them that and the following morning I come into the beautiful Oval Office...,Foreign aid to non-cooperative countries,8
HI4P82YFFns,Increase Deportations,"Trump promises to increase deportations to the highest level ever, focusing on removing illegal immigrants, especially those involved in criminal activities.",and we're going to have deportation at the level at the highest level we've ever had as a higher level you know the highest deportation was a pretty moderate guy but Dwight Eisenhower he hated that our city was that our country was being swamped...,Illegal immigration and crime,9
HI4P82YFFns,Support for Veterans,"Trump highlights the need to prioritize veterans over illegal immigrants, ensuring they have better living conditions and support.",we have our veterans sleeping on the streets and we have illegal immigrants coming into our country living in luxury hotels above where the veterans are it's so reverse of what it should be...,Veteran welfare and support,7
HI4P82YFFns,Economic Security,"Trump emphasizes the importance of economic security through diversification of savings, suggesting investments in gold and silver as a hedge against inflation.",gold and silver are an excellent way to diversify your savings they're a hedge against inflation and through my friends at the Birch gold group you can own physical gold and silver in a tax sheltered retirement account...,Economic security and inflation,6
IcAf5Lr3tzk,Border Security,Trump promises to secure the U.S. borders by stopping illegal immigration and deporting criminals who have entered the country illegally.,I've been saying for two years that this has got to stop been saying for longer than that but for two and a half three years I said this has to stop and now it's catching up with us and you see what's going on in Colorado...,Illegal immigration and border security,9
IcAf5Lr3tzk,Deportation of Criminals,"Trump pledges to deport illegal immigrants, especially those with criminal backgrounds, at unprecedented levels.",...we have to get them out and we're going to have deportation at the level at the highest level we've ever had as a higher level...,Criminal activity by illegal immigrants,8
IcAf5Lr3tzk,Parental Rights in Education,"Trump supports parental rights in education, ensuring parents have a say in their children's schooling and opposing certain educational policies.","...you have to give the rights back to the parents and I can't imagine it well, okay, this Administration has been the opposite...",Parental rights and educational policies,7
IcAf5Lr3tzk,Military Strength and Non-Wokeness,Trump promises to maintain a strong military that is not influenced by 'woke' ideologies.,...we have a great military and our military our real military is not going to be woke you couldn't convince him to be woke if you screamed at him all day for the next 10 years...,Military effectiveness and cultural influences,6
IcAf5Lr3tzk,Economic Development and Aid,Trump plans to stop financial aid to countries that do not cooperate with U.S. immigration policies and use funds for domestic development.,...you're never getting any more money from the United States sir sir we would like to take them back we would love to have MS 13 back with us...,Foreign aid and economic policy,5
IcAf5Lr3tzk,Support for Veterans,Trump emphasizes the need to prioritize veterans over illegal immigrants in terms of housing and benefits.,...we have our veterans sleeping on the streets and we have illegal immigrants coming into our country living in luxury hotels above where the veterans are...,Veteran welfare and support,7
IcAf5Lr3tzk,Energy Independence,"Trump advocates for energy independence by utilizing domestic resources like oil and gas, while also supporting electric vehicles.",...we have gasoline more gasoline than anybody else has called called I call it Liquid Gold we have liquid gold but um and and electric absolutely has a place...,Energy policy and independence,6
IcAf5Lr3tzk,Transgender Policies in Sports,"Trump opposes transgender individuals participating in sports categories that do not align with their birth gender, citing fairness in competition.",...why should women have to compete now it was sort of hard to get in I don't know how these two people got in but they got in because in some cases you know they weren't allowed in...,Transgender rights and sports policies,5
pYdn2O127us,Energy Independence,"Trump promises to end Kamala Harris's anti-energy policies and implement a policy of energy abundance, independence, and dominance.",First I will end kamla Harris's anti-energy Crusade and Implement a policy of energy abundance energy Independence and even energy dominance we have more Liquid Gold under our feet than any other country including Russia and Saudi Arabia will'll be using it my plan will cut Energy prices in half or more than that within 12 months of taking office it will be an economic Revival of our country like no one has ever seen before energy was what caused our problem initially and energy is going to bring us back that means we're going down and getting gasoline below $2 a gallon bring down the price of everything from electricity rates to groceries air fairs and housing costs.,High energy prices and dependency on foreign energy sources.,9
pYdn2O127us,Tax Cuts,"Trump promises to make the Trump tax cuts permanent and to cut taxes even more, including no tax on tips and Social Security benefits.",the fifth pillar of my plan is to make the Trump tax cuts permanent they are massive tax cuts biggest ever permanent and to cut taxes even more and we will have no tax on tips something which they copied four weeks after I said it she got up said no tax on tips I said I just said that she is actually copying a lot of my plan in fact we're going to send her a Maga cat app sometime in the next week we're having a special one may but we also know she doesn't mean it she's going to stick with what her whole life has been about and also no tax on Social Security benefits people in Social Security have been wiped out by inflation and now on top of it we tax their benefits we're not going to tax their benefits we have so many different ways of making so much money this country the potential is is so incredible we don't have to take it away from people on Social Security we're not going to do that we're going to save Social Security she's going to destroy Social Security,High taxes and financial burden on working families and retirees.,8
pYdn2O127us,Regulatory Reduction,Trump promises to eliminate a minimum of 10 old regulations for every one new regulation to reduce costs and stimulate economic growth.,to stop this Onslaught at lower prices I'm pledging today that in my second term we will eliminate a minimum of 10 old regulations for every one new regulation we'll be able to do that quite easily actually and instead of attacking industries of the future we will embrace them including making America the world capital for crypto and bit coin,Overregulation stifling economic growth and innovation.,7
pYdn2O127us,Trade Policy Reform,Trump promises to implement a pro-American trade policy using tariffs to encourage domestic production and bring jobs back to the U.S.,I intend to reverse this model and once again turn America into the manufacturing superpower of the world we can do that just with being intelligent the key to this effort will be a pro-american trade policy that uses tariffs to encourage production here and bring trillions and trillions of dollars back home,Loss of manufacturing jobs and trade imbalances.,9
pYdn2O127us,Sovereign Wealth Fund,Trump promises to create a Sovereign Wealth Fund to invest in national projects and reduce national debt.,and when we do all of this we will be so successful we'll create America's own Sovereign wealth fund to invest in great National Endeavors for the benefit of all of the American people why don't we have a wealth fund other countries have wealth funds we have nothing we have nothing we're going to have a sovereign wealth fund or we can name it something different I'll talk about it with Mr Mr pson who's in the audience and a lot of other friends of mine and we'll name it something that's appropriate perhaps Sovereign weal funded wouldn't be appropriate but it's going to be the same thing we'll put tremendous amounts of money through all this money that will take be taken in through tariffs and other intelligent things and we'll have the greatest Sovereign wealth fund of them all and we should have and that will be used to do things that will be great for our country including to invest and wisely invest and build it up bigger and stronger and better than any place on Earth,National debt and lack of investment in national infrastructure.,8
pYdn2O127us,Child Care Affordability,Trump promises to address the child care crisis by leveraging economic growth and tax revenues to make child care more affordable.,but when you talk about those numbers compared to the kind of numbers that I'm talking about by taxing foreign Nations at levels that they're not used to but they'll get used to it very quickly and it's not going to stop them from doing business with us but they'll have a very substantial tax when they send product into our country uh those numbers are so much bigger than any numbers that we're talking about including child care that it's going to take care we're going to have I I look forward to having no deficits within a fairly short period of time coupled with uh the reductions that I told you about on waste and fraud and all of the other things that are going on in our country because I have to stay with child care I want to stay with child care but those numbers are small relative to the kind of economic numbers that I'm talking about including growth but growth also headed up by what the plan is that I just uh that I just told you about we're going to be taking in trillions of dollars and as much as child care uh is talked about as being expensive it's relatively speaking not very expensive compared to the kind of numbers we'll be taken in,High cost of child care preventing workforce participation.,6
jXiltFAm224,Judicial Fairness,"Trump promises to ensure fairness in the judicial system, particularly in cases involving political figures.",I just ask for fair I don't want anything different from anybody else I just asked for fairness...,Perceived bias in the judicial system against political figures.,8
jXiltFAm224,Economic Protection,Trump promises to protect the economy from inflation and financial instability.,don't wait for the president's spending spree to tank the dollar further protect your financial future...,Potential economic instability due to government spending.,7
jXiltFAm224,Immigration Control,Trump promises to address illegal immigration and its impact on American jobs.,native born Americans we lost 1.3 million jobs while foreign born Americans were able to take all of those jobs...,Job loss among native-born Americans due to illegal immigration.,9
jXiltFAm224,Political System Integrity,Trump promises to address the weaponization of the legal system for political purposes.,this is an absolute abuse of our legal system it's an absolute abuse of the rule of law...,Perceived misuse of the legal system for political gain.,8
jXiltFAm224,Business Environment,Trump promises to improve the business environment in New York and other states.,businesses will not come to New York because of it...,Negative impact of legal cases on business investment.,6
jXiltFAm224,Election Integrity,Trump promises to ensure fair elections and address election interference.,they intimidate pole workers from speaking up when they see crooked things take place in the election...,Election interference and integrity.,9
D-zqRWyT3GA,Support for Law Enforcement,"Trump promises to always support and back law enforcement officers, ensuring they have the resources and respect they deserve.",to all of the law enforcement men and women here today I respect you so much I admire you and as your president I will always back the blue as I did I back the blue more than any other president,Lack of support and resources for law enforcement,9
D-zqRWyT3GA,End Crime Wave,Trump pledges to end the crime wave in America by empowering law enforcement and implementing strict policies against crime.,I'm here today to declare that we do not have to live this way and when I'm president of the United States we are not going to take it anymore,Rising crime rates and lack of safety in American cities,10
D-zqRWyT3GA,Border Security,"Trump promises to secure the U.S. borders, stop illegal immigration, and deport illegal aliens involved in criminal activities.",I will stop The Invasion I will shut down deadly Sanctuary cities and we will carry out the largest deportation operation because we have no choice in the history of our country,Illegal immigration and border security,10
D-zqRWyT3GA,Combat Drug Trafficking,Trump vows to eliminate drug cartels and foreign gangs in the U.S. and impose strict penalties on drug dealers.,I will sign an executive order on my first day making it the official policy of the US government to completely eliminate the presidence of drug cartels and foreign gangs in the United States,Drug trafficking and its impact on communities,9
D-zqRWyT3GA,Support for Police,"Trump promises to provide record investment in hiring, retention, and training for police officers.",In the first spending bill I signed I will make a record investment in hiring retention and training for police office is so important,Underfunding and lack of resources for police departments,8
D-zqRWyT3GA,Death Penalty for Drug Dealers,Trump proposes implementing the death penalty for drug dealers to deter drug-related crimes.,the only thing that's going to stop drug dealers from doing their job is a thing called the death penalty,Drug-related crimes and overdose deaths,7
D-zqRWyT3GA,End Sanctuary Cities,Trump pledges to end sanctuary cities that protect illegal immigrants from deportation.,I will stop The Invasion I will shut down deadly Sanctuary cities,Sanctuary cities protecting illegal immigrants,8
D-zqRWyT3GA,Restore Law and Order,Trump promises to restore law and order in American cities by empowering law enforcement and implementing proven crime-fighting methods.,we will restore Public Safety to our streets we will bring back Law and Order to our nation,Lawlessness and lack of public safety,9
D-zqRWyT3GA,Address Homelessness,"Trump pledges to address homelessness and provide help to those in need, making cities clean and safe again.",we'll get the homeless and the dangerously deranged of which we have many off of our streets and many are coming in because I said they're coming in from the mental institutions all over the world and we'll get them the help they need,Homelessness and public safety,7
D-zqRWyT3GA,Protect Women's Sports,Trump promises to protect women's sports by opposing the participation of transgender athletes in women's competitions.,we want men to play in women's sports why do they want to say we want men to play in women's sports,Fairness in women's sports,6
VIQF0I_qqUA,End Weaponization of Government,Trump promises to end the weaponization of government and the abuse of law enforcement against political opponents.,First I will end forever the weaponization of government and the abuse of law enforcement against political opponents under comrade Camala.,Abuse of power and political persecution,8
VIQF0I_qqUA,Restore Free Speech,"Trump pledges to bring back free speech in America, which he claims has been taken away.",Second I will bring back free speech in America because it's been taken away.,Suppression of free speech,7
VIQF0I_qqUA,Expel Warmongers,Trump promises to expel warmongers from the national security state and stop war profiteering.,I will expel warmongers from our National Security State and carry out a much needed cleanup of the military industrial complex to stop the war profiteering.,Military intervention and profiteering,6
VIQF0I_qqUA,Cut Regulations,Trump plans to cut 10 old regulations for every new one to save money and reduce bureaucracy.,Fourth to Cil the power of federal bureaucrats and save your thousands of dollars we will cut 10 old regulations for every one new regulation.,Overregulation and bureaucratic inefficiency,5
VIQF0I_qqUA,Drain the Education Swamp,Trump aims to eliminate the federal Department of Education and return control to the states.,We will ultimately eliminate the federal department Department of Education and send education back to Wisconsin and back to the States.,Federal control over education,6
VIQF0I_qqUA,Merit-Based System,"Trump supports a merit-based system for success, opposing policies that punish based on race.",America will return to the principle which has just been approved by the Supreme Court of the United States you work hard and you will be very successful we're back to the Merit the Merit system.,Equity policies and meritocracy,5
VIQF0I_qqUA,Investigate Health Issues,Trump plans to investigate the increase in chronic health problems and childhood diseases.,We will establish a panel of top experts to investigate what is causing the decad long increase in chronic health problems and childhood diseases.,Public health and chronic diseases,4
VIQF0I_qqUA,Prevent Foreign Influence,"Trump promises to pass reforms to prevent foreign influence, bribery, and corruption.",I will ask Congress to pass sweeping reforms to prevent foreign influence pedaling bribery and corruption like we have seen with a certain family in the United States.,Foreign influence and corruption,7
VIQF0I_qqUA,Seal the Border,Trump pledges to seal the border and stop the migrant invasion of the country.,Starting on day one I will seal the border and stop the migrant invasion of our country.,Illegal immigration and border security,9
VIQF0I_qqUA,Energy Independence,Trump aims to make America the dominant energy producer in the world and cut energy costs in half.,We will make America the dominant energy producer in the world by far... In 12 months I will cut your energy costs in half.,Energy policy and costs,8
VIQF0I_qqUA,Manufacturing Superpower,Trump plans to turn the United States into a manufacturing superpower and implement reciprocal trade tariffs.,I will turn the United States into a manufacturing superpower more than it has ever been... it will be called the reciprocal trade act.,Manufacturing and trade policy,7
VIQF0I_qqUA,Protect Social Security and Medicare,Trump promises to protect Social Security and Medicare without any cuts or age increases.,We are going to protect Social Security we are going to protect Medicare and we're not going to have any Cuts we're not going to have age increases.,Social security and healthcare,6
VIQF0I_qqUA,End the War in Ukraine,Trump pledges to settle the war in Ukraine and prevent World War III.,I will settle the war in Ukraine I will end the chaos in the Middle East and I will prevent World War II and I'm the only one that can do it.,International conflict and peace,8
Ah3k24nLvAI,Pardon Political Prisoners,Trump promises to review and pardon political prisoners unjustly victimized by the Harris regime on his first day in office.,The moment we win we will rapidly review the cases of every political prisoner unjustly victimized by the Harris regime and I will sign their pardons on day one I will sign it on day right day one,Unjust imprisonment of political opponents,8
Ah3k24nLvAI,Overhaul Department of Justice,Trump pledges to reform the Department of Justice to focus on real threats rather than persecuting Republicans.,we will completely overhaul kamala's corrupt Department of Injustice and turn the Injustice Department back into the best law enforcement agency on the planet instead of persecuting Republicans they will focus on taking down blood thirsty cartels transnational gangs and radical Islamic terrorists,Perceived corruption and bias in the Department of Justice,9
Ah3k24nLvAI,Restore Free Speech,"Trump aims to bring back free speech in America, which he claims has been taken away.",I will bring back free speech in America because it's been taken away they've taken away your free speech and the fake news is a threat is a threat to this country,Suppression of free speech and media bias,7
1_t4EI7rFaA,Food Security,Address the issue of the United States becoming a net food importer and ensure food security for the nation.,we are now a net Food importer yeah we are having to import food to feed America for the first time in our history,Food importation and security,8
1_t4EI7rFaA,Energy and Taxation,Oppose the doubling of gas taxes proposed by Democrats in the Arizona legislature.,the Democrats in the Arizona legislature voted to double your gas taxes yes they think that's a great idea,Gas taxation,7
1_t4EI7rFaA,Election Integrity,Encourage people to protect the vote and ensure election integrity.,I need you to go to protectthe vote.com,Election integrity,9
1_t4EI7rFaA,Leadership and Representation,Support specific candidates for Congress and the Arizona legislature to ensure strong leadership.,I need Cory mcar I need Rachel Jones and I need Vince leech in ld7 I need Dan butier in Congress I need one I need Juan cisman in Congress I need Carrie Lake to be the 5 first vote,Political representation,6
1_t4EI7rFaA,National and Global Leadership,Emphasize the need for Donald J Trump and JD Vance to lead the country and the world.,this country and the world need president Donald J Trump and JD Vance stand up and be counted Americans assemble,Leadership and governance,10
DzPZmNbAH0A,Crime Reduction,"Carrie Lake promises to address the crime issues in Tucson, aiming to improve the quality of life for its residents.",Tucson is tired of the crime and tired of the homeless crisis right this town is so ripe for Success that I can feel it in the air every time I come down here I can feel it and and sadly it's it's one of those cases where you can see what bad leadership brings you a town that is surrounded by Beauty full of hardworking incredible people with horrible City leadership they've got boarded up buildings that's right it's bad they've got boarded up buildings boarded up businesses and every block in for Miles looks like a a scene out of The Walking Dead and the hardworking people of Tucson are sick and tired of it the hardworking people of Tucson who pay their taxes are sick of the crime,Crime and safety in Tucson,8
DzPZmNbAH0A,Economic Prosperity,Carrie Lake promises to bring economic prosperity to Tucson by addressing issues like inflation and high rent prices.,I don't know if you heard the stats by the way that came out just today if the top 10 cities in America with the fastest growing rent prices three of them are here in Arizona and Tucson has had it the worst in all of Arizona Tucson Phoenix and Mesa we can't afford to rent an apartment we can't afford to live anymore with these Democrats like Ruben gyo and Joe Biden and kamla Harris their inflation reduction act has created inflation that's the worst I've ever seen it in my 56 years,High rent prices and inflation,9
DzPZmNbAH0A,Leadership Change,Carrie Lake emphasizes the need for a change in leadership to improve the conditions in Tucson and the broader state of Arizona.,Tucson is ready for a change and that change is Donald J Trump Tucson is tired of being put on the back burner,Ineffective leadership,7
DzPZmNbAH0A,Affordable Housing,"Carrie Lake highlights the need for affordable housing, referencing her own experience with housing prices 30 years ago.","I moved here 30 years ago and 30 years ago I bought a house for $88,000 in Phoenix a three-bedroom two bed the three-bedroom two bath house backyard two-car garage on a culde saac my house payment was 675 bucks that's unattainable right now",Unaffordable housing,6
06DbkzxVaOE,Tax Cuts for Working Families,"Trump promises to massively cut taxes for working families, including eliminating taxes on tips and Social Security benefits.",to get even more relief to American workers I will massively cut taxes for working families and we will have no taxes on tips no taxes on Social Security benefits,High taxes on working families,8
06DbkzxVaOE,No Taxes on Overtime,Trump pledges to end all taxes on overtime work to incentivize more work and support hard-working citizens.,as part of our additional tax cuts we will end all taxes on overtime you know what that means think of that thank that think of that that gives people more of an incentive to work,Tax burden on overtime work,7
06DbkzxVaOE,End Inflation and Economic Misery,"Trump aims to end the era of inflation and economic hardship by implementing low taxes, low regulations, and low energy costs.",this is how we will end the era of inflation Mayhem and misery under the kamalan Crooked Joe regime and unleash safety prosperity and peace for Americans,Inflation and economic instability,9
06DbkzxVaOE,Strengthen National Defense,"Trump promises to build a missile defense shield over the country, with much of it made in the USA, to ensure national security.",build a missile defense Shield over our country much of it will be made right here Ronald Reagan wanted to do it many years ago,National security and defense,8
06DbkzxVaOE,Education Reform,"Trump pledges to keep critical race theory and transgender policies out of schools, focusing on traditional education values.",we will keep critical race Theory and transgender Insanity out of our school it's amazing it's insane,Education policies and curriculum,7
06DbkzxVaOE,Protect Women's Sports,Trump promises to keep men out of women's sports to ensure fairness and integrity in competitions.,we will keep men out of women sports how simple how simple how simple is that,Fairness in women's sports,6
j0B0Xnrnckc,End Corruption in Washington,"Donald Trump promises to eliminate corruption in Washington, D.C., by dismantling the 'swamp monster' and ensuring a fair justice system.",if he comes back Donald Trump will permanently retire the swamp monster,Corruption in Washington,9
